label,text
neutral,@VirginAmerica Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!
negative,@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers
neutral,"@VirginAmerica to battle @SouthwestAir on @DallasLoveField-@AUStinAirport route 
http://t.co/6RLz0EBk2X via @usatoday"
positive,@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!
neutral,@VirginAmerica I miss the #nerdbird in San Jose
positive,"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes."
neutral,@VirginAmerica can we make every VX plane with #nerdbird? Why should Austin be the only one getting nerd love?
neutral,@VirginAmerica please add more frequency to PDX Portland
positive,@VirginAmerica Congrats VX on the new route! ✈️🎉
negative,@VirginAmerica Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.
negative,@VirginAmerica Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1)
negative,@VirginAmerica I have lots of flights to book and your site it not working!!!! I've been on the phone waiting for over 10 minutes..........
positive,@VirginAmerica I am all about the in flight artisanal cheese and wine pairing.
neutral,@VirginAmerica does Virgin America fly direct from Seattle to NYC or Boston?
positive,@VirginAmerica I'm sure a lot of your 747 and 777 JFK-LHR flights go a lot faster than 513mph with a strong tailwind.
positive,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍
negative,@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.
neutral,@VirginAmerica is that #thestarter??😁
neutral,@VirginAmerica YES FYI  MY BFF
positive,"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?"
positive,"Nice RT @VirginAmerica: The man of steel might be faster, but we have WiFi – just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX"
positive,@VirginAmerica I love the dancing little richard. cool beans.
positive,@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.
neutral,@VirginAmerica do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt;/3
negative,@VirginAmerica Man of steel flies to more cities though...and with more frequency too.
positive,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h
neutral,@VirginAmerica Good point!
neutral,@VirginAmerica you got cheese pLate Flights too.
neutral,@VirginAmerica On all your flights?
positive,@VirginAmerica Dad on Segway is the best part of this whole infographic!
positive,@VirginAmerica wifi AND better seating.
neutral,@VirginAmerica how come ABC is the only one of the network channels you don't have?
positive,".@VirginAmerica not only was it great, but you return my calls the day after. Couldn't ask for more. #myVXexperience"
neutral,"@VirginAmerica Dear Virgin customer, while you're stranded in SF for 3 days &amp; $1000cost- we'll do the very least we can to accommodate you!"
neutral,@VirginAmerica should use this in their next airline commercial lol :: http://t.co/pXEXIlSjBs
negative,@VirginAmerica Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!
negative,"@VirginAmerica As one of the travelers affected by the Boston storm, I'm shocked at Virgin's complete apathy toward their customers."
negative,@VirginAmerica Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?
negative,@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.
positive,"@VirginAmerica so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)"
neutral,@virginamerica Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?
positive,@VirginAmerica you guys are perfect as always! &lt;3 #WeRVirgin
positive,@VirginAmerica thanks! Y'all have some of the best customer service left in the industry.
neutral,@VirginAmerica Can you give me Silver Status for 12 months?
positive,@VirginAmerica really wish you'd fly out of #Fargo @fargoairport those fares are amazings
negative,"@VirginAmerica mood lighting on point🙌 Reclining my seat, kickin up my feet💤"
negative,@VirginAmerica my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. Any update on how long of a delay?
negative,@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡
neutral,@VirginAmerica Are there any sign up bonuses to enroll in Elevate?
neutral,@VirginAmerica morning. If I have a question regarding elevate points &amp; flights can I DM you?
neutral,@VirginAmerica still waiting to see  @Starryeyes_Dev_  😞
neutral,@VirginAmerica was wondering if you guys recieved my dm and we're able to potentially respond asap
positive,@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.
neutral,“@VirginAmerica: Book out of town with fares from $59/way (+restr). http://t.co/xRdTOV7nl8 http://t.co/4Y78byAckc” @JenniferDawnPro
positive,@united thanks
negative,@united still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.
positive,@united thanks -- we filled it out. How's our luck with this? Is it common?
negative,@united you think you boarded flight AU1066 too early? I think so.
neutral,"@united I understand, but it's tough when there is no way to get to the airport w/o serious risk of an accident. It's a steep price."
neutral,@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta
positive,@united thanks
positive,@united Thanks. It is on the same ticket.
neutral,@united why not? Is it a law or a policy?
negative,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.
negative,"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!"
neutral,"@united no I don't, but I'm sure United have my info on its system."
negative,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child"
neutral,@united Just submitted my response on the link you sent.
neutral,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519"
positive,@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated
neutral,"@united yes, a paper voucher that I got on January 26th 2015"
negative,"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner."
neutral,"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?"
negative,"@united thats weak. See ya 👋
Hey @VirginAmerica !!"
negative,@united I flew back w other company since United didnt have an earlier flight
neutral,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.
negative,@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab
neutral,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .
negative,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled
negative,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy
negative,"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but..."
negative,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice
negative,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB"
neutral,@united that's right- with an overnight Miami.
neutral,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?
neutral,@united i DMed you the details
negative,"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer"
neutral,"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve."
positive,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer."
negative,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad
negative,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child
neutral,@united thanks again for your concern. I will contact customer care upon our return from Australia.
negative,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis
negative,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable
negative,@united When will email address/username sign-on be available? It's been a while.
positive,@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?
negative,@united rude rude
negative,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec
negative,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback
negative,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...
negative,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome
negative,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.
neutral,@united 6533 ORD to DCA
negative,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor."""
negative,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.
negative,@united I will not be flying you again
